,address1,address2,city,id,resource_uri,state,venue_name,zipcode
1759,350 Trolley Line Boulevard,,Mashantucket,3485,/api/v1/venue/3485/,CT,Foxwoods Resort Casino,06339
1760,1001 Pennsylvania Ave NW,,Washington,3486,/api/v1/venue/3486/,DC,Ten Pehn,20004
1761,1341 H St NE,,Washington,3487,/api/v1/venue/3487/,DC,The Star and Shamrock,20002
1762,315 North La Salle Drive,,Chicago,3488,/api/v1/venue/3488/,IL,Fulton's on the River,60654
1763,815 V Street NW,,Washington,3489,/api/v1/venue/3489/,DC,9:30 Club,20001
1764,Main Street,,Saratoga Springs,3490,/api/v1/venue/3490/,NY,Saratoga Springs,11372
1765,7021 Cove Drive,,New Orleans,3491,/api/v1/venue/3491/,LA,7021 Cove Drive,70126
1766,217 8th Street SE,,Washington,3492,/api/v1/venue/3492/,DC,Home of Carol & Bill Press,20003
1767,444 N Capitol NW,,Washington,3493,/api/v1/venue/3493/,DC,American Maritime Congress,20001
1768,555 New Jersey Ave NW,,Washington,3494,/api/v1/venue/3494/,DC,American Federation of Teachers,20001
1769,,,Hondo,3495,/api/v1/venue/3495/,TX,"Hondo, TX",
1770,425 3 Street SW,,Washington,3496,/api/v1/venue/3496/,DC,425 3 Street SW,20515
1771,"701 Pennsylvania Ave, NW",,Washington,3497,/api/v1/venue/3497/,DC,Residence of Senator Bob Corker,20004
1772,305 E Capitol Street,,Washington,3498,/api/v1/venue/3498/,DC,Dudinsky & Associates,20003
1773,117 4 St SE,,Washington,3499,/api/v1/venue/3499/,DC,The Inhofe Home,20003
1774,,,Altus,3500,/api/v1/venue/3500/,OK,Altus Oklahoma,
1775,1406 21st Street NW,,Washington,3501,/api/v1/venue/3501/,DC,1406 21st Street NW,20037
1776,,,,3502,/api/v1/venue/3502/,NH,Bretton Woods,
1777,,,Gainesville,3503,/api/v1/venue/3503/,VA,Gainesville VA,
1778,325 7th Street NW Suite 1200,,Washington,3504,/api/v1/venue/3504/,DC,Pfizer Inc,20004
1779,,,Southern Pines,3505,/api/v1/venue/3505/,NC,Southern Pines NC,
1780,357 7th Street NW,,Washington,3506,/api/v1/venue/3506/,DC,Liberty Place Rooftop,20004
1781,4812 East 30th Avenue ,,"Hutchinson, KS 67502",3507,/api/v1/venue/3507/,KS,Prairie Dunes Country Club,67502
1782,601 13th Street NW,,Washington,3508,/api/v1/venue/3508/,DC,The Homer Building Rooftop,20005
1783,300 New Jersey Ave. NW Suite 600,,Washington,3509,/api/v1/venue/3509/,DC,Express Scripts,20001
1784,801 9th Street NW Suite A,,Washington,3511,/api/v1/venue/3511/,DC,Cuba Libre Restaurant & Rum Bar,20001
1785,2909 44 Street NW,,Washington,3512,/api/v1/venue/3512/,DC,Sigal Residence,20016
1786,901 F Street NW Suite 600,,Washington,3513,/api/v1/venue/3513/,DC,Offices of DIRECTV,20004
1787,,,Los Angeles,3514,/api/v1/venue/3514/,CA,Home of Jamie and Chuck Meyer,90077
1788,7730 Bonhomme Avenue,,Clayton,3515,/api/v1/venue/3515/,MO,Sheraton Plaza Hotel,63105
1789,1155 F St NW Suite 1025,,Washington,3516,/api/v1/venue/3516/,DC,Intel Office,20005
1790,1 Glen Avenue ,,Scotia,3517,/api/v1/venue/3517/,NY,Glen Sanders Mansion,12302
1791,131 C Street SE,,Washington,3518,/api/v1/venue/3518/,DC,131 C Street SE,20003
1792,101 Constitution Ave NW 10th Floor,,Washington,3519,/api/v1/venue/3519/,DC,101 Constitution Ave NW 10th Floor,20001
1793,2700 F St NW,,Washington,3520,/api/v1/venue/3520/,DC,John F. Kennedy Center for the Performing Arts,20566
1794,,111 Country Club Dr,Incline Village,3521,/api/v1/venue/3521/,NV,Hyatt Regency Lake Tahoe Resort,89451
1795,2220 E Street NE,,Washington,3522,/api/v1/venue/3522/,DC,2220 E Street NE,20002
1796,505 9 Street NW Suite 910,,Washington,3523,/api/v1/venue/3523/,DC,American College of Radiology Offices,20004
1797,500 Steamboat Rd,,Greenwich,3524,/api/v1/venue/3524/,CT,Delamar Greenwich Harbor Hotel,06830
1798,901 K St NW,,Washington,3525,/api/v1/venue/3525/,DC,Microsoft Innovation & Policy Center,20001
1799,1301 Pennsylvania Ave NW Suite 300,,Washington,3527,/api/v1/venue/3527/,DC,National Cattlemen's Beef Assn PAC,20045
1800,12 East 22 Streeet,,New York,3528,/api/v1/venue/3528/,NY,Almond Restaurant,10010
1801,1101 Pennsylvania Ave NW 10th Fl,,Washington,3529,/api/v1/venue/3529/,DC,1101 Pennsylvania Ave NW 10th Fl,20004
1802,1630 19th St NW #B,,Washington,3530,/api/v1/venue/3530/,DC,1630 19th St NW #B,20009
1803,200 Hi Circle North,,Horseshoe Bay,3531,/api/v1/venue/3531/,TX,Horseshoe Boy Resort,78657
1804,500 8th St NW,,Washington,3533,/api/v1/venue/3533/,DC,500 8th St NW,
1805,140 Ocean Avenue,,Kennebunkport,3534,/api/v1/venue/3534/,ME,Colony Hotel,04046
1806,,601 2nd Street NE ,Washington,3535,/api/v1/venue/3535/,DC,Toscana Restaurant,20002
1807,1406 21st Street NW,,Washington,3536,/api/v1/venue/3536/,DC,Home of Bryan Tramont,20037
1808,125 South Wacker Suite 600,,Chicago,3537,/api/v1/venue/3537/,IL,Offices of CDM,60606
1809,,,Eagle Lake,3538,/api/v1/venue/3538/,TX,Eagle Lake TX,
1810,901 K Street NW 11th Floor Suite 500,,Washington,3539,/api/v1/venue/3539/,DC,901 K Street NW 11th Floor Suite 500,20001
1811,624 E Street NW,,Washintgon,3540,/api/v1/venue/3540/,DC,Luke's Lobster,20549
1812,1735 Pennsylvania Ave NW Suite 875,,Washington,3541,/api/v1/venue/3541/,DC,The Collins Johnson Group,20006
1813,517 Seward Square SE,,Washington,3542,/api/v1/venue/3542/,DC,Seward Square Group,20003
1814,425 3 Street SW,,Washington,3543,/api/v1/venue/3543/,DC,American Rail Association ,20515
1815,601 Pennsylvania Ave. NW ,,Washington ,3544,/api/v1/venue/3544/,DC ,Fiola Ristoranta,20004 
1816,,925 F St NW,Washington,3545,/api/v1/venue/3545/,DC,CoCo Sala,20004
1817,86 Street & 7 Avenue,,Brooklyn,3546,/api/v1/venue/3546/,NY,Dyker Beach Golf Course,11228
1818,2300 Deer Valley Drive East,,Park City,3547,/api/v1/venue/3547/,UT,St. Regis Hotel,84060
1819,1450 First Street,,Napa,3548,/api/v1/venue/3548/,CA,Avia ,94559
1820,,,,3549,/api/v1/venue/3549/,,Huntsman Residence,
1821,101 Constitution Ave NE,,Washington,3550,/api/v1/venue/3550/,DC,101 Constitution Ave NE,20002
1822,710 E Capitol Street NE,,Washington,3551,/api/v1/venue/3551/,DC,710 E Capitol Street NE,20003
1823,125 North Main Street,,Providence,3553,/api/v1/venue/3553/,RI,XO Cafe,02903
1824,One Financial Center,,Boston,3554,/api/v1/venue/3554/,MA,"Offices of Mintz, Levin, Conn, Ferris, Glovsky and Popeo",02111
1825,,,Nantucket,3555,/api/v1/venue/3555/,MA,TBD Nantucket MA,
1826,413 New Jersey Ave SE,,Washington,3556,/api/v1/venue/3556/,DC,CBC Townhouse,20003
1827,49 D Street SE,,Washington,3557,/api/v1/venue/3557/,DC,49 D Street SE,20003
1828,38 Water Street ,,East Greenwich ,3558,/api/v1/venue/3558/,RI ,Harbourside Lobstermania,02818
1829,220 South 17th Street,,Philadelphia ,3559,/api/v1/venue/3559/,PA ,Tavern 17 - Warwick Hotel,19103 
1830,545 South Figueroa Street,,Los Angeles,3560,/api/v1/venue/3560/,CA,The Jonathan Club,90071
1831,1455 Penn Ave NW 10th Fl,,Washington,3561,/api/v1/venue/3561/,DC,1455 Penn Ave NW 10th Fl,
1832,1015 15th St NW,,Washington,3562,/api/v1/venue/3562/,DC,1015 15th St NW,
1833,30 S 17th Street,,Philadelphia,3563,/api/v1/venue/3563/,PA,Offices of Duane Morris,19103
1834,1 Lodge Street,,Asheville,3564,/api/v1/venue/3564/,NC,Biltmore Estate,28803
1835,515 19 St NW #6D,,Washington,3565,/api/v1/venue/3565/,DC,515 19 St NW #6D,
1836,6001 Clubhouse Drive,,Rancho Santa Fe,3566,/api/v1/venue/3566/,CA,Del Mar Country Club,92067
1837,101 Constitution Ave NW Suite 200 E,,Washington,3567,/api/v1/venue/3567/,DC,101 Constitution Ave NW Suite 200 E,20001
1838,1 Lake Avenue ,,Colorado Springs,3568,/api/v1/venue/3568/,CO,The Broadmoor,80906
1839,11 D Street SE,,Washington,3569,/api/v1/venue/3569/,DC,The Townhouse 11 D Street SE,20003
1840,33 West Kinzie,,Chicago ,3570,/api/v1/venue/3570/,IL,Harry Caray's,60654
1841,East Hampton,,East Hampton,3571,/api/v1/venue/3571/,NY,East Hampton,
1842,Chautauqua,,Chautauqua,3572,/api/v1/venue/3572/,NY,Chautauqua,
1843,Fire Island Pines,,Fire Island ,3573,/api/v1/venue/3573/,NY,The Home of Michael H. Lin and Jim Spencer,
1844,Fire Island Pines,,Fire Island,3574,/api/v1/venue/3574/,NY,Fire Island Pines,
1845,Thousand Islands,,Orleans,3575,/api/v1/venue/3575/,NY,The Home of Judy Foster in the Thousand Islands,
1846,Water Mill,,Water Mill,3576,/api/v1/venue/3576/,NY,The Home of Billy Wright in Water Mill,
1847,Sag Harbor,,Sag Harbor,3577,/api/v1/venue/3577/,NY,The Home of Mitch Draizin and Phillipe Brugere-Trelat,
1848,123-60 Rosevelt Avenue,,Flushing,3578,/api/v1/venue/3578/,NY,Arthur Ashe Stadium,11368
1849,1101 30th Street NW Suite 200,,Washington,3579,/api/v1/venue/3579/,DC,National Confectioners' Association ,20007
1850,413 New Jersey Avenue SE ,,Washington,3580,/api/v1/venue/3580/,DC,Congressional Black Caucus Institute ,20003
1851,,,Newport,3581,/api/v1/venue/3581/,RI,"Newport, RI",
1852,1650 Senter Rd ,,San Jose,3582,/api/v1/venue/3582/,CA,History Park,95112
1853,,,Menlo Park,3583,/api/v1/venue/3583/,CA,Menlo Park,
1854,,,Lutherville,3584,/api/v1/venue/3584/,MD,"Lutherville, MD",
1855,,,Houston,3585,/api/v1/venue/3585/,TX,Houston,
1856,,,Seattle,3586,/api/v1/venue/3586/,WA,Seattle,
1857,,,Kiawah,3587,/api/v1/venue/3587/,SC,"Kiawah, SC",
1858,,,Chevy Chase,3588,/api/v1/venue/3588/,MD,"Chevy Chase, MD",
1859,101 Constitution AVE NW 9th Floor East Tower,,Washington ,3589,/api/v1/venue/3589/,DC,101 Constitution AVE NW 9th Floor,20001
1860,600 N. El Paso Street,,El Paso,3590,/api/v1/venue/3590/,TX,Doubletree Hotel El Paso,79901
1861,33 Island Avenue ,,Peaks Island,3591,/api/v1/venue/3591/,ME,Casco Bay,04108
1862,526 South 23rd Street ,,Arlington,3592,/api/v1/venue/3592/,VA,Portofino,
1863,203 2nd Street SE,,Washington,3593,/api/v1/venue/3593/,DC,203 2nd Street SE,20003
1864,1150 17th Street NW Suite 400,,Washington,3594,/api/v1/venue/3594/,DC,NVG,
1865,2 North Charles Street ,,Baltimore,3595,/api/v1/venue/3595/,MD,Hotel Monaco,21201
1866,,,Woodside,3596,/api/v1/venue/3596/,CA,The Home of Sandi & John Tompson,
1867,412 First St SE,,Washington,3597,/api/v1/venue/3597/,DC,412 First Street SE,
1868,499 South Capitol Street SW Suite 608,,Washington,3598,/api/v1/venue/3598/,DC,499 S. Capitol Street SW Suite 608,
1869,203 Maryland Ave NE,,Washington,3599,/api/v1/venue/3599/,DC,203 Maryland Ave NE,
1870,10000 Yankee Street,,Centerville ,3600,/api/v1/venue/3600/,OH,The Golf Club at Yankee Trace,45458
1871,7169 Country Road O,,Hartford,3601,/api/v1/venue/3601/,WI,Erin Hills Country Club,53027
1872,,,St. Simons,3602,/api/v1/venue/3602/,GA,St. Simons Island,
1873,,,San Antonio ,3603,/api/v1/venue/3603/,TX,La Cantera,
1874,2050 Saucon Valley Rd,,Bethlehem ,3604,/api/v1/venue/3604/,PA,Saucon Valley Country Club,18015
1875,88897 State Highway 97,,Valentine,3605,/api/v1/venue/3605/,NE,The Prairie Club,69201
1876,1461 Duck Road ,,Duck,3606,/api/v1/venue/3606/,NC,The Sanderling Resort,27949
1877,,,Key Largo,3607,/api/v1/venue/3607/,FL,Key Largo,
1878,,,Aspen,3608,/api/v1/venue/3608/,CO,"Aspen, CO",
1879,227 C Street SE,,Washington,3609,/api/v1/venue/3609/,DC,227 C Street SE,
1880,300 Independence Ave SE,,Washington,3610,/api/v1/venue/3610/,DC,300 Independence Ave SE,2003
1881,,,Asheville,3611,/api/v1/venue/3611/,NC,"Asheville, NC",
1882,,,Asheville,3612,/api/v1/venue/3612/,NC,"Asheville, NC",
1883,One Union Place,,Hartford,3613,/api/v1/venue/3613/,CT,Hot Tomato's Restaurant,06103
1884,317 Massachusetts Ave NE,Suite 100,Washington,3614,/api/v1/venue/3614/,DC,"317 Massachusetts Ave NE, Suite 100",20003
1885,,,Sea Island,3615,/api/v1/venue/3615/,GA,"Sea Island, GA",
1886,,,Deer Valley,3616,/api/v1/venue/3616/,UT,"Deer Valley, UT",
1887,415 New Jersey Ave SE,,Washington,3617,/api/v1/venue/3617/,DC,415 New Jersey Ave SE,20003
1888,,,Park City,3618,/api/v1/venue/3618/,UT,"Park City, UT",
1889,1201 Pennsylvania Ave NW,12th Floor,Washington,3619,/api/v1/venue/3619/,DC,"1201 Pennsylvania Ave NW, 12th Floor",20004
1890,,,Bretton Woods,3620,/api/v1/venue/3620/,NH,Bretton Woods,
1891,300 New Jersey Ave NW,,Washington,3621,/api/v1/venue/3621/,DC,300 New Jersey Ave NW Rooftop,20001
1892,317 Massachusetts Ave NE,,Washington,3623,/api/v1/venue/3623/,DC,317 Massachusetts Ave NE,20003
1893,6722 Rio Grande NW,,Albuquerque,3624,/api/v1/venue/3624/,NM,6722 Rio Grande NW,87107
1894,,,Pebble Beach,3625,/api/v1/venue/3625/,CA,"Pebble Beach, CA",
1895,,,Boston,3626,/api/v1/venue/3626/,MA,"Boston, MA",
1896,,,Milwaukee,3627,/api/v1/venue/3627/,WI,"Milwaukee, WI",
1897,212 7th Street SE,,Washington,3628,/api/v1/venue/3628/,DC,Aqua Al 2,20003
1898,501 Second Street NE,,Washington,3629,/api/v1/venue/3629/,DC,501 Second Street NE,20002
1899,1370 Broadway,,NEw York,3630,/api/v1/venue/3630/,NY,Office of Sol Werdiger,10018
1900,35 West 44th Street,,New York,3631,/api/v1/venue/3631/,NY,Harvard Club of New York City,10036
1901,198 Neptune Ave.,,Brooklyn,3632,/api/v1/venue/3632/,NY,Atlantic Grill in Brooklyn,11235
1902,"600 13th St., NW Suite 790",,Washington,3633,/api/v1/venue/3633/,DC,,20004
1903,"700 12th St. NW, Suite 1100",,Washington,3634,/api/v1/venue/3634/,DC ,,20005
1904,"1230 Main St., 7th Fl.",,Columbia,3635,/api/v1/venue/3635/,SC,,29201
1905,2708 West 71st St,,Prairie Village,3636,/api/v1/venue/3636/,KS,Home of Kathleen Kunkler,66208
1906,430 S Capitol St SE,,Washington,3637,/api/v1/venue/3637/,DC,Wasserman Room,20003
1907,502 S 77 Sunshine Strip,,Harlington,3638,/api/v1/venue/3638/,TX,La Playa Mexican Cafe,78550
1908,2425 Boxwood St,,Harlington,3639,/api/v1/venue/3639/,TX,Harlington Arts & Heritage Museum,78550
1909,400 Art Rooney Ave,,Pittsburgh,3640,/api/v1/venue/3640/,PA,Heinz Field,15212
1910,175 Palmer Dr,,Ligionier,3641,/api/v1/venue/3641/,PA,Laurell Valley Golf Club,15658-1274
1911,801 Grand Ave,,Des Moines,3642,/api/v1/venue/3642/,IA,801 Chop House,50309
1912,"3349 Monroe Ave, #39",,Rochester,3643,/api/v1/venue/3643/,NY,Black and Blue Steak and Crab,14618
1913,,,Culver City,3644,/api/v1/venue/3644/,CA,Sony Picture Studios,90232
1914,1101 Russell St,,Baltimore,3645,/api/v1/venue/3645/,MD,M & T Bank Stadium,21230
1915,132 Pine Ridge Rd,,Blairsville,3646,/api/v1/venue/3646/,PA,Chestnut Ridge Resort,15717
1916,"7220 Bob Bullock Loop, Suite #2",,Laredo,3647,/api/v1/venue/3647/,TX,Palenque Grill,78041
1917,Route 29 and Cass St,,Trenton,3648,/api/v1/venue/3648/,NJ,Waterfront Park,08611
1918,"110 Maryland Ave NE Apt 401, Washington, DC 20003",,Washington,3649,/api/v1/venue/3649/,DC,Home of Peter Welch,20003
1919,24 Willie Mays Plaza,,San Francisco,3650,/api/v1/venue/3650/,CA,AT&T Park,94107
1920,305 Pennsylvania Ave SE,,Washington,3651,/api/v1/venue/3651/,DC ,We the Pizza,20003
1921,,,Washington,3652,/api/v1/venue/3652/,DC,TBD,2003
1922,2140 N Northgate Way,,Seattle,3653,/api/v1/venue/3653/,WA,W Hotel,98133
1923,11910 Farside Rd,,Ellicot City,3654,/api/v1/venue/3654/,MD,Home of Dr Floyd Malveaux,21042
1924,1250 Eye St NW,,Washington,3655,/api/v1/venue/3655/,DC,,20005
1925,2001 Summit Terrace,,Alexandria,3656,/api/v1/venue/3656/,VA,,22307
1926,400 H St NE,,Washington,3657,/api/v1/venue/3657/,DC,TruOrleans,20002
1927,1230 Main St,,Columbia,3658,/api/v1/venue/3658/,SC,,29201
1928,101 Constitution Ave NW,Suite 900 West,Washington,3659,/api/v1/venue/3659/,DC,,20001
1929,101 Constitution Ave,Suite 900 West,Washington,3660,/api/v1/venue/3660/,DC,,20001
1930,601 2nd St,,Washington,3661,/api/v1/venue/3661/,DC,Toscana Cafe,20002
1931,5402 E Lincoln Dr,,Scottsdale,3662,/api/v1/venue/3662/,AZ,JW Marriot Camelback Reort & Spa,85253
1932,1000 Water St SW,,Washington,3663,/api/v1/venue/3663/,DC,Capital Yacht Club,20024
1933,910 F Street NW,,Washington,3664,/api/v1/venue/3664/,DC,Pi Restaurant,20004
1934,1030 15th St NW,Suite 590 West,Washington,3665,/api/v1/venue/3665/,DC,McAllister & Quinn LLC,20005
1935,2000 North Plaza Dr,,Visalia,3666,/api/v1/venue/3666/,CA,California Dairies Inc,93291
1936,635 Maryland Ave NE,,Washington,3668,/api/v1/venue/3668/,DC,"635 Maryland Ave, Washington, DC",20002
1937,707 N Saint Marys,,San Antonio,3669,/api/v1/venue/3669/,TX,Club Giraud,78205
1938,,,Tulsa,3670,/api/v1/venue/3670/,OK,"Tulsa, Oklahoma",
1939,735 8th St SE,,Washington,3671,/api/v1/venue/3671/,DC,Zest American Bistro,20003
1940,8450 West Ten Mile Rd,,Royal Oak,3672,/api/v1/venue/3672/,MI,Detroit Zoo,48067
1941,,,Los Angeles,3673,/api/v1/venue/3673/,CA,TBD,
1942,800 W Brad St,,Falls Church,3674,/api/v1/venue/3674/,VA,Sfizi Restaurant,22046
1943,24 Woodward Ln,,Lutherville,3675,/api/v1/venue/3675/,MD,Home of Lynn & Ted Ventoulis,21093
1944,,,Chicago,3676,/api/v1/venue/3676/,IL,TBD,
1945,781 7th St NW,,Washington,3677,/api/v1/venue/3677/,DC,Zengo,20001
1946,650 Massachusetts Ave NE,,Washington,3678,/api/v1/venue/3678/,DC,Brookfield Office Properties,20001
1947,,,Chamberlain,3679,/api/v1/venue/3679/,SD,"Chamberlain, SD",57325
1948,"922 N Street, NW (Near Blagden Alley)",,Washington,3680,/api/v1/venue/3680/,DC,Rogue 24,
1949,"1776 K Street, NW",,,3681,/api/v1/venue/3681/,,Wiley Rein,
1950,2830 Foxhall Road NW,,Washington,3682,/api/v1/venue/3682/,DC,Home of Linda and Tom Daschle,
1951,"1455 Pennsylvania Ave, NW",8th Floor Terrace,Washington,3686,/api/v1/venue/3686/,DC,Willard Hotel Offices (8th Floor),
1952,1200 Epcot Resorts Boulevard,,Lake Buena Vista,3687,/api/v1/venue/3687/,FL,Disney World Westin Swan Hotel & Walt Disney Speedway ,32830-8429
1953,1824 24th Street,,Washington,3689,/api/v1/venue/3689/,DC,Home of Donna and Mack McLarty,20008
1954,"525 Ninth Street, NW",Suite 800,Washington,3690,/api/v1/venue/3690/,DC,"Offices of CJ Lake, LLC",
1955,100 Art Rooney Ave.,,Pittsburgh ,3691,/api/v1/venue/3691/,PA,Heinz Field,15212
1956,"700 13th Street, NW",Suite 400,Washington ,3692,/api/v1/venue/3692/,DC,Cassidy & Associates,20005
1957,3525 S. 17th St.,,Arlington,3693,/api/v1/venue/3693/,VA,Home of Becky Anderson,22204
1958,1230 Main Street,7th Floor,Columbia,3694,/api/v1/venue/3694/,SC,,29201
1959,200 Sable Oaks Drive,,South Portland ,3695,/api/v1/venue/3695/,ME,The Marriott at Sable Oaks,
1960,109 East 42nd Street,Grand Central Terminal,New York City,3696,/api/v1/venue/3696/,NY,Grand Hyatt Hotel,
1961,,,Palm Beach,3697,/api/v1/venue/3697/,FL,,
1962,,,Shawnee,3698,/api/v1/venue/3698/,KS,,
1963,,,Washington ,3699,/api/v1/venue/3699/,D.C.,,
1964,575 Lexington Avenue,7th Floor,New York,3700,/api/v1/venue/3700/,NY,"The Offices of Boies, Schiller and Flexner, LLP",
1965,"701 East Capitol Street, NE",,Washington,3701,/api/v1/venue/3701/,DC,,
1966,,,Naples,3702,/api/v1/venue/3702/,FL,,
1967,,,Chamberlain,3703,/api/v1/venue/3703/,SD,"Chamberlain, SD",
1968,,,Palm Beach,3704,/api/v1/venue/3704/,FL,"Palm Beach, FL",
1969,The Pierre Hotel,795 Fifth Avenue (at 61st Street),New York,3705,/api/v1/venue/3705/,NY,The Home of Matthew and Nicole Hanley Mellon,10065
1970,1045 Loma Avenue,,Coronado,3706,/api/v1/venue/3706/,CA,,92118
1971,1045 Loma Avenue,,Coronado,3707,/api/v1/venue/3707/,CA,,92118
1972,30 S. 15th Street ,,Philadelphia,3709,/api/v1/venue/3709/,PA,The Pennsylvania Democratic Party Offices in Philadelphia,19102
1973,,,,3710,/api/v1/venue/3710/,,Home of Frank White,
1974,"101 Constitution Ave., NW",Suite 600 West,Washington,3711,/api/v1/venue/3711/,DC,,
1975,945 Fifth Avenue #16E ,cross street is 76th,New York,3712,/api/v1/venue/3712/,NY,The Home of Charles Myers,
1976,,,New York,3713,/api/v1/venue/3713/,NY,Home of Dennis & Karen Mehiel,
1977,10819 Pleasant Hill Dr.,,Potomac,3714,/api/v1/venue/3714/,MD,Home of Lora & Jeff Drezner,
1978,815 Slaters Lane,,Alexandria,3715,/api/v1/venue/3715/,VA,Purple Strategies,22314
1979,"729 15th Street, NW",1st Floor,Washington,3716,/api/v1/venue/3716/,DC,NDN Event Space,20005
1980,2687 ManCal Road,,Brillion,3717,/api/v1/venue/3717/,WI,Triple J Wing and Clay,54110
1981,"1512 Kingman Place, NW",,Washington ,3718,/api/v1/venue/3718/,DC,,20005
1982,"310 Sixth Street, SE",,Washington,3719,/api/v1/venue/3719/,DC,Diageo Townhouse,
1983,"300 New Jersey Ave, NW Suite 650",,Washington,3720,/api/v1/venue/3720/,DC,"Gray Loeffler, LLC",20001
1984,1716 Greenspring Valley Road,,Stevenson,3721,/api/v1/venue/3721/,MD,The Home of Deborah and Dennis Townsend,21153
1985,941 Parrott Drive,,Hillsborough,3723,/api/v1/venue/3723/,CA,Home of Neal Rubin & Amy Rabino,
1986,"430 First Street, NE",,,3724,/api/v1/venue/3724/,,,
1987,730 3rd Street,,Des Moines,3726,/api/v1/venue/3726/,IA,Hy-Vee Hall,
1988,"317 Massachusetts Ave., NE",Suite 300,Washington,3727,/api/v1/venue/3727/,DC,,20002
1989,"317 Massachusetts Ave., NE",Suite 300,Washington,3728,/api/v1/venue/3728/,DC,,20002
1990,"317 Massachusetts Ave., NE",Suite 300,Washington,3729,/api/v1/venue/3729/,DC,,20002
1991,"317 Massachusetts Ave., NE",Suite 300,Washington,3730,/api/v1/venue/3730/,DC,,20002
1992,"317 Massachusetts Ave., NE",Suite 300,Washington,3731,/api/v1/venue/3731/,DC,,20002
1993,"317 Massachusetts Ave., NE",Suite 300,Washington,3732,/api/v1/venue/3732/,DC,,20002
1994,"317 Massachusetts Ave., NE",Suite 300,Washington,3733,/api/v1/venue/3733/,DC,,20002
1995,"317 Massachusetts Ave., NE",Suite 300,Washington,3734,/api/v1/venue/3734/,DC,,20002
1996,"317 Massachusetts Ave., NE",Suite 300,Washington,3735,/api/v1/venue/3735/,DC,,20002
1997,2438 Belmont Road NW,,Washington ,3736,/api/v1/venue/3736/,DC,,
1998,"201 Massachuesetts Ave., NE",,Washington,3737,/api/v1/venue/3737/,DC,Union Pub,
1999,203 St. Mary's at Market Street,,San Antonio ,3738,/api/v1/venue/3738/,TX,,78205
2000,,,Indianapolis,3739,/api/v1/venue/3739/,IN,,46260
2001,1101 16th St.  W,7th Floor,Washington,3740,/api/v1/venue/3740/,DC,,
2002,"4 F Street, NW",,Washington ,3741,/api/v1/venue/3741/,DC,Dubliner,
2003,"4 F Street, NW",,Washington,3742,/api/v1/venue/3742/,D.C.,Dubliner,
2004,"101 Constitution Ave., NW",9th Floor,Washington,3743,/api/v1/venue/3743/,DC,,
2005,6209 Foxcroft Rd.,,Alexandria,3744,/api/v1/venue/3744/,VA,,
2006,,,King George,3745,/api/v1/venue/3745/,VA,Bristol Mines Farm,
2007,,,,3746,/api/v1/venue/3746/,,Home Andi and Brandon Steele,
2008,152 West 52nd Street ,,New York City,3747,/api/v1/venue/3747/,NY,Bar Americain,10019-6004
2009,,,Naples,3748,/api/v1/venue/3748/,Fl,,
2010,,,Naples,3749,/api/v1/venue/3749/,Fl,,
2011,3325 South Las Vegas Blvd,,Las Vegas,3750,/api/v1/venue/3750/,NV,The Palazzo,89109
2012,,,Las Vegas,3751,/api/v1/venue/3751/,NV,,
2013,,,Las Vegas,3752,/api/v1/venue/3752/,NV,TBD,
2014,,,,3753,/api/v1/venue/3753/,,,
2015,"300 New Jersey Ave, NW Suite 600",,Washington,3754,/api/v1/venue/3754/,DC,,
2016,2419 E Kenwood,,Milwaukee ,3755,/api/v1/venue/3755/,WI,Performing Arts - UWM,
2017,730 15th Street NW,10th Floor Penthouse,Washington,3756,/api/v1/venue/3756/,DC,,
2018,5201 S. Harper Ave,,Chicago,3757,/api/v1/venue/3757/,IL,Park 52 Restaurant,
2019,,,New York ,3758,/api/v1/venue/3758/,NY,TBD,
2020,900 W. Wisconsin Ave,,Milwaukee ,3759,/api/v1/venue/3759/,WI,Wisconsin Club,
2021,,,St. Louis,3760,/api/v1/venue/3760/,MO,1st Congressional District of Missouri,
2022,"101 Constitution Ave., NW",Suite 500,Washington,3761,/api/v1/venue/3761/,DC,,
2023,689 S. E Street,,San Bernardino,3762,/api/v1/venue/3762/,DC,,92408
2024,819 7th Street NW,Ste 501,Washington,3763,/api/v1/venue/3763/,DC,,20001
2025,,,Charleston,3764,/api/v1/venue/3764/,SC,,
2026,57 East 55th Street,,New York City,3765,/api/v1/venue/3765/,NY,The Friars Club - The Milton Berle Room,
2027,"38 Ivy St., SE",,Washington,3766,/api/v1/venue/3766/,DC,,20003
2028,,,Tulsa,3767,/api/v1/venue/3767/,OK,,
2029,,,Boca Raton,3768,/api/v1/venue/3768/,FL,,
2030,25 Broad Street,,New York City,3769,/api/v1/venue/3769/,NY,Bobby Van's Grill NY (Broad St.),
2031,"101 Constitution Ave., NW",Suite 500 West,Washington ,3770,/api/v1/venue/3770/,DC,,
2032,P.O. Box 1950,Bainbridge,Bainbridge,3771,/api/v1/venue/3771/,GA,Southwind Plantation,39818
2033,"101 Constitution Ave, 9th Floor West",,Washington,3772,/api/v1/venue/3772/,DC,"101 Constitution Ave, 9th Floor West",20001
2034,3852 Union Carbide Road,,Woodbine,3773,/api/v1/venue/3773/,GA,Cabin Bluff Cumberland River Retreat,31569
2035,689 S. E Street,,San Bernardino,3774,/api/v1/venue/3774/,CA,National Orange Show Events Center,92408
