,bioguide_id,birthdate,cid,comments,congress_office,exit_code,facebook_id,fax,feccandid,first_elected,firstlast,gender,lastname,office,party_x,phone,twitter_id,votesmart_id,webform,website,youtube_url,affiliate,bioguide,crp_id,district,id,image_available,name,party_y,resource_uri,state,title
640,,,,,,,,,,,,,,,,,,,,,,,,,,18709.0,,Wisconsin Victory Fund,,/api/v1/lawmaker/18709/,,
641,,,,,,,,,,,,,,,,,,,,,,,,,,18711.0,,Bill Richardson,,/api/v1/lawmaker/18711/,,Governor
642,,,,,,,,,,,,,,,,,,,,,,,,,,18712.0,,Janice Rutherford,,/api/v1/lawmaker/18712/,,
643,,,,,,,,,,,,,,,,,,,,,,,,,,18721.0,,Jennifer Roberts for Congress,,/api/v1/lawmaker/18721/,,
644,,,,,,,,,,,,,,,,,,,,,,,,,,18714.0,,Mike Huckabee,,/api/v1/lawmaker/18714/,,Governor
645,,,,,,,,,,,,,,,,,,,,,,,,,,18715.0,,Phil King,,/api/v1/lawmaker/18715/,,State Rep.
646,,,,,,,,,,,,,,,,,,,,,,,,,,18723.0,,Plummer for Congress,,/api/v1/lawmaker/18723/,,
647,,,,,,,,,,,,,,,,,,,,,,,,,,18724.0,,O'Neill for Congress,,/api/v1/lawmaker/18724/,,
648,,,,,,,,,,,,,,,,,,,,,,,,,,18726.0,,Bill de Blasio,,/api/v1/lawmaker/18726/,,
649,,,,,,,,,,,,,,,,,,,,,,,,,,18727.0,,Jan Brewer,,/api/v1/lawmaker/18727/,,Governor
650,,,,,,,,,,,,,,,,,,,,,,,,,,18728.0,,Wake County Republican Party,,/api/v1/lawmaker/18728/,,
651,,,,,,,,,,,,,,,,,,,,,,,,,,18729.0,,Katherine Clark for Congress,,/api/v1/lawmaker/18729/,,
652,,,,,,,,,,,,,,,,,,,,,,"McCarthy for Congress, Majority Committee PAC, NRCC",,,,18730.0,,McCarthy Victory Fund,,/api/v1/lawmaker/18730/,,
653,,,,,,,,,,,,,,,,,,,,,,,,,,18757.0,,International Medical Corps,,/api/v1/lawmaker/18757/,,
654,,,,,,,,,,,,,,,,,,,,,,,,,,18741.0,,"Republican Executive Committee of St Lucie County, Florida",,/api/v1/lawmaker/18741/,,
655,,,,,,,,,,,,,,,,,,,,,,,,,,18742.0,,Pennsylvania Democratic Party,,/api/v1/lawmaker/18742/,,
656,,,,,,,,,,,,,,,,,,,,,,,,,,18743.0,,Warren County Democratic Committee,,/api/v1/lawmaker/18743/,,
657,,,,,,,,,,,,,,,,,,,,,,,,,,18744.0,,Sussex County Democratic Women's Caucus,,/api/v1/lawmaker/18744/,,
658,,,,,,,,,,,,,,,,,,,,,,,,,,18745.0,,Massachusetts Republican Party,,/api/v1/lawmaker/18745/,,
659,,,,,,,,,,,,,,,,,,,,,,,,,,18746.0,,Citizens for a Strong New Hampshire,,/api/v1/lawmaker/18746/,,
660,,,,,,,,,,,,,,,,,,,,,,,,,,18747.0,,Linn County Phoenix Club,,/api/v1/lawmaker/18747/,,
661,,,,,,,,,,,,,,,,,,,,,,,,,,18749.0,,Washington Policy Center,,/api/v1/lawmaker/18749/,,
662,,,,,,,,,,,,,,,,,,,,,,,,,,18750.0,,Citizens for Richard L Grabowski,,/api/v1/lawmaker/18750/,,
663,,,,,,,,,,,,,,,,,,,,,,,,,,18751.0,,Maggie's List,,/api/v1/lawmaker/18751/,,
664,,,,,,,,,,,,,,,,,,,,,,,,,,18752.0,,Alison Lundergan Grimes for Senate,,/api/v1/lawmaker/18752/,,
665,,,,,,,,,,,,,,,,,,,,,,,,,,18758.0,True,Rick Scott,R,/api/v1/lawmaker/18758/,FL,Gov.
666,,,,,,,,,,,,,,,,,,,,,,,,,,18759.0,,Jermaine Reed,,/api/v1/lawmaker/18759/,,
667,,,,,,,,,,,,,,,,,,,,,,,,,,18762.0,,Liz Cheney for Senate,,/api/v1/lawmaker/18762/,,
668,,,,,,,,,,,,,,,,,,,,,,,,,2,18763.0,,Markwayne Mullin,R,/api/v1/lawmaker/18763/,OK,Representative
669,,,,,,,,,,,,,,,,,,,,,,,,,,18766.0,,Martha Robertson,,/api/v1/lawmaker/18766/,,Cand.
670,,,,,,,,,,,,,,,,,,,,,,,,,,18767.0,,Brian Nieves,R,/api/v1/lawmaker/18767/,MO,State Sen.
671,,,,,,,,,,,,,,,,,,,,,,,,,,18768.0,,Dawn Zimmer,,/api/v1/lawmaker/18768/,,Mayor 
672,,,,,,,,,,,,,,,,,,,,,,,,,,18770.0,,Mike Rounds for Senate,,/api/v1/lawmaker/18770/,,
673,,,,,,,,,,,,,,,,,,,,,,,,,,18772.0,,Lincoln Chafee,,/api/v1/lawmaker/18772/,,Governor
674,,,,,,,,,,,,,,,,,,,,,,,,,,18773.0,,Ron Meyer for Congress,,/api/v1/lawmaker/18773/,,
675,,,,,,,,,,,,,,,,,,,,,,,,,,18774.0,,Greg Dildilian for Congress,,/api/v1/lawmaker/18774/,,
676,,,,,,,,,,,,,,,,,,,,,,,,,,18775.0,,Pat Maciariello for Congress,,/api/v1/lawmaker/18775/,,
677,,,,,,,,,,,,,,,,,,,,,,,,,,18776.0,,Andrew Murray,,/api/v1/lawmaker/18776/,NC,District Attorn
678,,,,,,,,,,,,,,,,,,,,,,,,,,18777.0,,Wayne Goodwin,,/api/v1/lawmaker/18777/,,NC Insurance Co
679,,,,,,,,,,,,,,,,,,,,,,,,,,18778.0,,Republican Women of Kerr County,,/api/v1/lawmaker/18778/,,
680,,,,,,,,,,,,,,,,,,,,,,,,,,18779.0,,Texas Public Policy Foundation,,/api/v1/lawmaker/18779/,,
681,,,,,,,,,,,,,,,,,,,,,,,,,,18780.0,,Democratic Party of Iowa,,/api/v1/lawmaker/18780/,,
682,,,,,,,,,,,,,,,,,,,,,,,,,,18782.0,,Sam Brownback,R,/api/v1/lawmaker/18782/,KS,Governor
683,,,,,,,,,,,,,,,,,,,,,,,,,,18783.0,,Carl DeMaio,R,/api/v1/lawmaker/18783/,CA,Candidate
684,,,,,,,,,,,,,,,,,,,,,,,,,,18786.0,,Minnesota GOP House Candidates in 2014,,/api/v1/lawmaker/18786/,,
685,,,,,,,,,,,,,,,,,,,,,,,,,,18788.0,,Aneesh Chopra,,/api/v1/lawmaker/18788/,,
686,,,,,,,,,,,,,,,,,,,,,,,,,,18789.0,,Homeless Action Fund,,/api/v1/lawmaker/18789/,,
687,,,,,,,,,,,,,,,,,,,,,,,,,,18790.0,,New Jersey Republican State Committee,,/api/v1/lawmaker/18790/,,
688,,,,,,,,,,,,,,,,,,,,,,,,,,18791.0,,Mark Herring,,/api/v1/lawmaker/18791/,,State Sen.
689,,,,,,,,,,,,,,,,,,,,,,,,,,18792.0,,North Carolina Republican Party,,/api/v1/lawmaker/18792/,,
690,,,,,,,,,,,,,,,,,,,,,,,,,,18794.0,,Yvette Alexander,D,/api/v1/lawmaker/18794/,,
691,,,,,,,,,,,,,,,,,,,,,,,,,,18795.0,,Valerie Jarrett,,/api/v1/lawmaker/18795/,,
692,,,,,,,,,,,,,,,,,,,,,,,,,,18796.0,,Peter Tesei,,/api/v1/lawmaker/18796/,,
693,,,,,,,,,,,,,,,,,,,,,,,,,,18799.0,,Gary Johnson,L,/api/v1/lawmaker/18799/,,Gov.
694,,,,,,,,,,,,,,,,,,,,,,,,,,18800.0,,Libertarian Party of New York,,/api/v1/lawmaker/18800/,,
695,,,,,,,,,,,,,,,,,,,,,,,,,,18802.0,,Irene Aguilar,D,/api/v1/lawmaker/18802/,CO,
696,,,,,,,,,,,,,,,,,,,,,,,,,,18803.0,,Polly Baca,D,/api/v1/lawmaker/18803/,CO,
697,,,,,,,,,,,,,,,,,,,,,,,,,,18804.0,,Elaine Gantz Berman,,/api/v1/lawmaker/18804/,CO,
698,,,,,,,,,,,,,,,,,,,,,,,,,,18805.0,,Diane Mitsch Bush,D,/api/v1/lawmaker/18805/,,
699,,,,,,,,,,,,,,,,,,,,,,,,,,18806.0,,Morgan Carroll,D,/api/v1/lawmaker/18806/,CO,
700,,,,,,,,,,,,,,,,,,,,,,,,,,18807.0,,Lois Court,D,/api/v1/lawmaker/18807/,,
701,,,,,,,,,,,,,,,,,,,,,,,,,,18808.0,,Crisanta Duran,D,/api/v1/lawmaker/18808/,,
702,,,,,,,,,,,,,,,,,,,,,,,,,,18809.0,,Rhonda Fields,,/api/v1/lawmaker/18809/,,
703,,,,,,,,,,,,,,,,,,,,,,,,,,18810.0,,Joann Ginal,D,/api/v1/lawmaker/18810/,CO,State Rep.
704,,,,,,,,,,,,,,,,,,,,,,,,,,18811.0,,Millie Hamner,,/api/v1/lawmaker/18811/,,
705,,,,,,,,,,,,,,,,,,,,,,,,,,18812.0,,Mary Hodge,D,/api/v1/lawmaker/18812/,,
706,,,,,,,,,,,,,,,,,,,,,,,,,,18813.0,,Debi Hunter Holen,,/api/v1/lawmaker/18813/,,
707,,,,,,,,,,,,,,,,,,,,,,,,,,18814.0,,Evie Hudak,D,/api/v1/lawmaker/18814/,,
708,,,,,,,,,,,,,,,,,,,,,,,,,,18815.0,,Dickey Lee Hullinghorst,D,/api/v1/lawmaker/18815/,,
709,,,,,,,,,,,,,,,,,,,,,,,,,,18816.0,,Nancy Jackson,,/api/v1/lawmaker/18816/,,
710,,,,,,,,,,,,,,,,,,,,,,,,,,18817.0,,Cheri Jahn,,/api/v1/lawmaker/18817/,,
711,,,,,,,,,,,,,,,,,,,,,,,,,,18818.0,,Jeanne Kaplan,,/api/v1/lawmaker/18818/,,
712,,,,,,,,,,,,,,,,,,,,,,,,,,18819.0,,Tracy Kraft-Tharp,,/api/v1/lawmaker/18819/,,
713,,,,,,,,,,,,,,,,,,,,,,,,,,18820.0,,Laura Lefkowits,,/api/v1/lawmaker/18820/,,
714,,,,,,,,,,,,,,,,,,,,,,,,,,18821.0,,Peggy Lehmann,,/api/v1/lawmaker/18821/,,
715,,,,,,,,,,,,,,,,,,,,,,,,,,18822.0,,Molly Markert,,/api/v1/lawmaker/18822/,,
716,,,,,,,,,,,,,,,,,,,,,,,,,,18823.0,,Jenise May,,/api/v1/lawmaker/18823/,,
717,,,,,,,,,,,,,,,,,,,,,,,,,,18824.0,,Beth McCann,,/api/v1/lawmaker/18824/,,
718,,,,,,,,,,,,,,,,,,,,,,,,,,18825.0,,Anne McGihon,,/api/v1/lawmaker/18825/,,
719,,,,,,,,,,,,,,,,,,,,,,,,,,18826.0,,Linda Newell,,/api/v1/lawmaker/18826/,,
720,,,,,,,,,,,,,,,,,,,,,,,,,,18827.0,,Cherylin Peniston,,/api/v1/lawmaker/18827/,,
721,,,,,,,,,,,,,,,,,,,,,,,,,,18828.0,,Dianne Primavera,,/api/v1/lawmaker/18828/,,
722,,,,,,,,,,,,,,,,,,,,,,,,,,18829.0,,Su Ryden,,/api/v1/lawmaker/18829/,,
723,,,,,,,,,,,,,,,,,,,,,,,,,,18830.0,,Sue Schafer,,/api/v1/lawmaker/18830/,,
724,,,,,,,,,,,,,,,,,,,,,,,,,,18831.0,,Gail Schwartz,,/api/v1/lawmaker/18831/,,
725,,,,,,,,,,,,,,,,,,,,,,,,,,18832.0,,Judy Solano,,/api/v1/lawmaker/18832/,,
726,,,,,,,,,,,,,,,,,,,,,,,,,,18833.0,,Susan Thornton,,/api/v1/lawmaker/18833/,,
727,,,,,,,,,,,,,,,,,,,,,,,,,,18834.0,,Nancy Todd,,/api/v1/lawmaker/18834/,,
728,,,,,,,,,,,,,,,,,,,,,,,,,,18835.0,,Angela Williams,,/api/v1/lawmaker/18835/,,
729,,,,,,,,,,,,,,,,,,,,,,,,,,18836.0,,Suzanne Williams,,/api/v1/lawmaker/18836/,,
730,,,,,,,,,,,,,,,,,,,,,,,,,,18837.0,,Pat Schroeder,,/api/v1/lawmaker/18837/,,
731,,,,,,,,,,,,,,,,,,,,,,,,,,18838.0,,Carl J Domino,R,/api/v1/lawmaker/18838/,FL,Candidate
732,,,,,,,,,,,,,,,,,,,,,,,,,,18839.0,,,,/api/v1/lawmaker/18839/,,Tom Foley
733,,,,,,,,,,,,,,,,,,,,,,,,,,18840.0,,Tom Foley,,/api/v1/lawmaker/18840/,,
734,,,,,,,,,,,,,,,,,,,,,,,,,,18842.0,,Arkansas Republican Party,R,/api/v1/lawmaker/18842/,AR,
735,,,,,,,,,,,,,,,,,,,,,,,,,,18843.0,,Sandra Freedman,,/api/v1/lawmaker/18843/,FL,Fmr. Mayor
736,,,,,,,,,,,,,,,,,,,,,,,,,,18844.0,,Harry Cohen,,/api/v1/lawmaker/18844/,FL,
737,,,,,,,,,,,,,,,,,,,,,,,,,,18845.0,,Pat Frank,,/api/v1/lawmaker/18845/,FL,
738,,,,,,,,,,,,,,,,,,,,,,,,,,18846.0,,Stacy Frank,,/api/v1/lawmaker/18846/,FL,
739,,,,,,,,,,,,,,,,,,,,,,,,,,18848.0,,David Fried,D,/api/v1/lawmaker/18848/,,
740,,,,,,,,,,,,,,,,,,,,,,,,,,18849.0,,Noam Bramson,D,/api/v1/lawmaker/18849/,,
741,,,,,,,,,,,,,,,,,,,,,,,,,,18850.0,,Jill Biden,,/api/v1/lawmaker/18850/,,
742,,,,,,,,,,,,,,,,,,,,,,,,,,18851.0,,Heritage Action for America,,/api/v1/lawmaker/18851/,,
743,,,,,,,,,,,,,,,,,,,,,,,,,,18852.0,,Upendra J. Chivukula,,/api/v1/lawmaker/18852/,,Assemblyman
744,,,,,,,,,,,,,,,,,,,,,,,,,,18853.0,,Jack Evans for Mayor,,/api/v1/lawmaker/18853/,,
745,,,,,,,,,,,,,,,,,,,,,,,,,,18854.0,,West Virginia Republican Party,,/api/v1/lawmaker/18854/,,
746,,,,,,,,,,,,,,,,,,,,,,,,,,18855.0,,Iowa Faith & Freedom Coalition,,/api/v1/lawmaker/18855/,,
747,,,,,,,,,,,,,,,,,,,,,,,,,,18856.0,,Phyllis Schlafly,,/api/v1/lawmaker/18856/,,
748,,,,,,,,,,,,,,,,,,,,,,,,,10,18857.0,,Donna Sheldon,R,/api/v1/lawmaker/18857/,GA,Candidate
749,,,,,,,,,,,,,,,,,,,,,,,,,,18859.0,,Thomas Suozzi,,/api/v1/lawmaker/18859/,,
750,,,,,,,,,,,,,,,,,,,,,,,,,,18860.0,,Tuscaloosa County Republican Party (Alabama),,/api/v1/lawmaker/18860/,,
751,,,,,,,,,,,,,,,,,,,,,,,,,,18861.0,,Bergen County Democratic Committee,D,/api/v1/lawmaker/18861/,NJ,
752,,,,,,,,,,,,,,,,,,,,,,,,,,18862.0,,Cory Booker,D,/api/v1/lawmaker/18862/,NJ,Sen.
753,,,,,,,,,,,,,,,,,,,,,,,,,,18863.0,,D.C. Republican Party,R,/api/v1/lawmaker/18863/,DC,
754,,,,,,,,,,,,,,,,,,,,,,,,,,18864.0,,Ed Burke,,/api/v1/lawmaker/18864/,,
755,,,,,,,,,,,,,,,,,,,,,,,,,,18865.0,,Nicole Malliotakis,R,/api/v1/lawmaker/18865/,,Assemblywoman
756,,,,,,,,,,,,,,,,,,,,,,,,,,18866.0,,Daniel Master Sr.,,/api/v1/lawmaker/18866/,,
757,,,,,,,,,,,,,,,,,,,,,,,,,,18867.0,,Marjorie Margolies,,/api/v1/lawmaker/18867/,,
758,,,,,,,,,,,,,,,,,,,,,,,,,,18868.0,,Steve Forbes,,/api/v1/lawmaker/18868/,,
759,,,,,,,,,,,,,,,,,,,,,,,,,,18870.0,,Velmanette Montgomery,,/api/v1/lawmaker/18870/,,State Senator
760,,,,,,,,,,,,,,,,,,,,,,,,,,18871.0,,Walter Mosley,,/api/v1/lawmaker/18871/,,State Rep.
761,,,,,,,,,,,,,,,,,,,,,,,,,,18872.0,,Eric Ulrich,R,/api/v1/lawmaker/18872/,,Candidate
762,,,,,,,,,,,,,,,,,,,,,,,,,,18873.0,,Berrien County Democratic Party,,/api/v1/lawmaker/18873/,MI,
763,,,,,,,,,,,,,,,,,,,,,,,,,,18874.0,,David Axelrod,,/api/v1/lawmaker/18874/,,
764,,,,,,,,,,,,,,,,,,,,,,,,,,18875.0,,Clinton Foundation,,/api/v1/lawmaker/18875/,,
765,,,,,,,,,,,,,,,,,,,,,,,,,,20323.0,,Road Map PAC,,/api/v1/lawmaker/20323/,,
766,,,,,,,,,,,,,,,,,,,,,,,,,,18877.0,,Jennifer Granholm,,/api/v1/lawmaker/18877/,,
767,,,,,,,,,,,,,,,,,,,,,,,,,,18879.0,,Tom Bakk,,/api/v1/lawmaker/18879/,,
768,,,,,,,,,,,,,,,,,,,,,,,,,,18880.0,,Steve Fulop,,/api/v1/lawmaker/18880/,NJ,Mayor
769,,,,,,,,,,,,,,,,,,,,,,,,,,18881.0,,Niger Innis for Congress,,/api/v1/lawmaker/18881/,,
770,,,,,,,,,,,,,,,,,,,,,,,,,,18882.0,,New York Young Republican Club,R,/api/v1/lawmaker/18882/,NY,
771,,,,,,,,,,,,,,,,,,,,,,,,,,18883.0,,Abby Huntsman,,/api/v1/lawmaker/18883/,,
772,,,,,,,,,,,,,,,,,,,,,,,,,,18884.0,,Jason Weingartner,,/api/v1/lawmaker/18884/,,
773,,,,,,,,,,,,,,,,,,,,,,,,,,18885.0,,Mark D. Obenshain,R,/api/v1/lawmaker/18885/,VA,
774,,,,,,,,,,,,,,,,,,,,,,,,,,18886.0,,Bradley Byrne,,/api/v1/lawmaker/18886/,,
775,,,,,,,,,,,,,,,,,,,,,,,,,,18887.0,,Jack Edwards,R,/api/v1/lawmaker/18887/,AL,Rep.
776,,,,,,,,,,,,,,,,,,,,,,,,,,18889.0,,Charlie Crist,D,/api/v1/lawmaker/18889/,FL,
777,,,,,,,,,,,,,,,,,,,,,,,,,,18904.0,,Lee Zeldin,R,/api/v1/lawmaker/18904/,NY,State Senator
778,,,,,,,,,,,,,,,,,,,,,,,,,,18903.0,,John LeBoutillier,R,/api/v1/lawmaker/18903/,NY,Fmr. Rep.
779,,,,,,,,,,,,,,,,,,,,,,,,,,18895.0,,Allen West Foundation ,,/api/v1/lawmaker/18895/,,
780,,,,,,,,,,,,,,,,,,,,,,,,,,18896.0,,Vermont Republican Party,,/api/v1/lawmaker/18896/,,
781,,,,,,,,,,,,,,,,,,,,,,,,,,18897.0,,Phil Scott,R,/api/v1/lawmaker/18897/,VT,Lt. Gov.
782,,,,,,,,,,,,,,,,,,,,,,,,,,18898.0,,Heidi Scheuermann,R,/api/v1/lawmaker/18898/,VT,State Rep.
783,,,,,,,,,,,,,,,,,,,,,,,,,,18899.0,,Ralph Northam,D,/api/v1/lawmaker/18899/,VA,Cand. for Lt. G
784,,,,,,,,,,,,,,,,,,,,,,,,,,18900.0,,Terri Lynn Land,R,/api/v1/lawmaker/18900/,MI,Cand. for Senat
785,,,,,,,,,,,,,,,,,,,,,,,,,,18905.0,,Republican Party of Colorado,,/api/v1/lawmaker/18905/,,
786,,,,,,,,,,,,,,,,,,,,,,,,,,18906.0,,Dick Cheney,,/api/v1/lawmaker/18906/,,
787,,,,,,,,,,,,,,,,,,,,,,,,,,18907.0,,Committee of Seventy,,/api/v1/lawmaker/18907/,,
788,,,,,,,,,,,,,,,,,,,,,,,,,,18908.0,,EMILY'S List,,/api/v1/lawmaker/18908/,,
789,,,,,,,,,,,,,,,,,,,,,,,,,,18909.0,,Republican Party of Virginia,,/api/v1/lawmaker/18909/,,
790,,,,,,,,,,,,,,,,,,,,,,,,,,18910.0,,John Walsh,D,/api/v1/lawmaker/18910/,MT,Cand. for Senat
791,,,,,,,,,,,,,,,,,,,,,,Dick Durbin,,,,18911.0,,Durbin Senate Victory,,/api/v1/lawmaker/18911/,,
792,,,,,,,,,,,,,,,,,,,,,,,,,,18912.0,,Beau Biden,,/api/v1/lawmaker/18912/,,
793,,,,,,,,,,,,,,,,,,,,,,,,,,18913.0,,Michael Nutter,,/api/v1/lawmaker/18913/,,Mayor
794,,,,,,,,,,,,,,,,,,,,,,,,,,18914.0,,Dwight Dudley,,/api/v1/lawmaker/18914/,FL,State Rep.
795,,,,,,,,,,,,,,,,,,,,,,,,,,18915.0,,Rick Kriseman,,/api/v1/lawmaker/18915/,,Mayor
796,,,,,,,,,,,,,,,,,,,,,,,,,,18916.0,,Malaria No More,,/api/v1/lawmaker/18916/,,
797,,,,,,,,,,,,,,,,,,,,,,,,,,18917.0,,Alejandro Garcia Padilla,,/api/v1/lawmaker/18917/,PR,Gov.
798,,,,,,,,,,,,,,,,,,,,,,,,,,19027.0,,Barbara Comstock,R,/api/v1/lawmaker/19027/,,Candidate
799,,,,,,,,,,,,,,,,,,,,,,,,,,18919.0,,Natalie Tennant,,/api/v1/lawmaker/18919/,,
800,,,,,,,,,,,,,,,,,,,,,,,,,,18920.0,,New Hampshire Democratic Party,D,/api/v1/lawmaker/18920/,NH,
801,,,,,,,,,,,,,,,,,,,,,,,,,,18921.0,,Andrew Platt,,/api/v1/lawmaker/18921/,,Candidate
802,,,,,,,,,,,,,,,,,,,,,,,,,,18922.0,,Florida Family Policy Council,,/api/v1/lawmaker/18922/,,
803,,,,,,,,,,,,,,,,,,,,,,,,,,18923.0,,Kevin Beckner,D,/api/v1/lawmaker/18923/,FL,County Commissi
804,,,,,,,,,,,,,,,,,,,,,,,,,,18924.0,,Les Miller,D,/api/v1/lawmaker/18924/,FL,County Commissi
805,,,,,,,,,,,,,,,,,,,,,,,,,,18925.0,,Bob Henriquez,,/api/v1/lawmaker/18925/,FL,Property Apprai
806,,,,,,,,,,,,,,,,,,,,,,,,,,18926.0,,Janet Cruz,D,/api/v1/lawmaker/18926/,FL,State Rep.
807,,,,,,,,,,,,,,,,,,,,,,,,,,18927.0,,Helen Gordon Davis,D,/api/v1/lawmaker/18927/,FL,Fmr. State Sen.
808,,,,,,,,,,,,,,,,,,,,,,,,,,18928.0,,Mike Suarez,,/api/v1/lawmaker/18928/,,Tampa City Coun
809,,,,,,,,,,,,,,,,,,,,,,,,,,18929.0,,Mary Mulhern,,/api/v1/lawmaker/18929/,,Tampa City Coun
810,,,,,,,,,,,,,,,,,,,,,,,,,,18930.0,,Yvonne Yolie Capin,,/api/v1/lawmaker/18930/,,Tampa City Coun
811,,,,,,,,,,,,,,,,,,,,,,,,,,18931.0,,Frank Reddick,,/api/v1/lawmaker/18931/,,Tampa City Coun
812,,,,,,,,,,,,,,,,,,,,,,,,,,18932.0,,Charlie Miranda,,/api/v1/lawmaker/18932/,,Tampa City Coun
813,,,,,,,,,,,,,,,,,,,,,,,,,,18933.0,,Lisa J. Montelione,,/api/v1/lawmaker/18933/,,Tampa City Coun
814,,,,,,,,,,,,,,,,,,,,,,,,,,18934.0,,Lisa J. Montelione,,/api/v1/lawmaker/18934/,,Tampa City Coun
815,,,,,,,,,,,,,,,,,,,,,,,,,,18935.0,,Mary Fallin,R,/api/v1/lawmaker/18935/,OK,Gov.
816,,,,,,,,,,,,,,,,,,,,,,,,,,18936.0,,Oregon Republican Party,,/api/v1/lawmaker/18936/,,
817,,,,,,,,,,,,,,,,,,,,,,,,,,18937.0,,Reince Priebus,,/api/v1/lawmaker/18937/,,RNC Chairman
818,,,,,,,,,,,,,,,,,,,,,,,,,,18938.0,,Rafael Cruz,,/api/v1/lawmaker/18938/,,
819,,,,,,,,,,,,,,,,,,,,,,,,,,18939.0,,Domenic Recchia,,/api/v1/lawmaker/18939/,,Candidate
820,,,,,,,,,,,,,,,,,,,,,,,,,13,18940.0,,Alex Sink,D,/api/v1/lawmaker/18940/,FL,Candidate
821,,,,,,,,,,,,,,,,,,,,,,,,,,18941.0,,New Hampshire Senate Republican PAC,,/api/v1/lawmaker/18941/,,
822,,,,,,,,,,,,,,,,,,,,,,,,,,18942.0,,Matt Bevin,,/api/v1/lawmaker/18942/,,Candidate
823,,,,,,,,,,,,,,,,,,,,,,,,,,18943.0,,Scott Gessler,,/api/v1/lawmaker/18943/,,Secretary of St
824,,,,,,,,,,,,,,,,,,,,,,,,,,18944.0,,Walker Stapleton,,/api/v1/lawmaker/18944/,,Treasurer
825,,,,,,,,,,,,,,,,,,,,,,,,,,18945.0,,John Suthers,,/api/v1/lawmaker/18945/,,Attorney Genera
826,,,,,,,,,,,,,,,,,,,,,,,,,,18946.0,,North Dakota Republican Party,,/api/v1/lawmaker/18946/,,
827,,,,,,,,,,,,,,,,,,,,,,,,,,18947.0,,Jack Dalrymple,,/api/v1/lawmaker/18947/,,Gov.
828,,,,,,,,,,,,,,,,,,,,,,,,,,18948.0,,Rob Steele,,/api/v1/lawmaker/18948/,,Candidate
829,,,,,,,,,,,,,,,,,,,,,,,,,,18950.0,,Janet Napolitano,,/api/v1/lawmaker/18950/,,
830,,,,,,,,,,,,,,,,,,,,,,,,,,18951.0,,Ed Lee,D,/api/v1/lawmaker/18951/,CA,Mayor
831,,,,,,,,,,,,,,,,,,,,,,,,,,18952.0,,Grassroots America - We the People,,/api/v1/lawmaker/18952/,,
832,,,,,,,,,,,,,,,,,,,,,,,,,,18953.0,,Democratic Party of Georgia,,/api/v1/lawmaker/18953/,,
833,,,,,,,,,,,,,,,,,,,,,,,,,,18954.0,,DuBose Porter,D,/api/v1/lawmaker/18954/,GA,Chairman
834,,,,,,,,,,,,,,,,,,,,,,,,,,18955.0,,Connie Stokes,D,/api/v1/lawmaker/18955/,GA,Candidate
835,,,,,,,,,,,,,,,,,,,,,,,,,,18956.0,,Jason Carter,D,/api/v1/lawmaker/18956/,GA,State Senator
836,,,,,,,,,,,,,,,,,,,,,,,,,,18957.0,,New York League of Conservation Voters,,/api/v1/lawmaker/18957/,,
837,,,,,,,,,,,,,,,,,,,,,,,,,,18958.0,,Cas Holloway,D,/api/v1/lawmaker/18958/,,Deputy Mayor
838,,,,,,,,,,,,,,,,,,,,,,,,,,18959.0,,,,/api/v1/lawmaker/18959/,,Richard Blanco
839,,,,,,,,,,,,,,,,,,,,,,,,,,18960.0,,Alex Lewy,,/api/v1/lawmaker/18960/,,Candidate
840,,,,,,,,,,,,,,,,,,,,,,,,,,18961.0,,Richard Blanco,,/api/v1/lawmaker/18961/,,
841,,,,,,,,,,,,,,,,,,,,,,,,,,18962.0,,Republican Party of Palm Beach County,,/api/v1/lawmaker/18962/,,
842,,,,,,,,,,,,,,,,,,,,,,,,,,18963.0,,Republican Party of New Hampshire,,/api/v1/lawmaker/18963/,,
843,,,,,,,,,,,,,,,,,,,,,,,,,,18964.0,,Cowboy PAC,,/api/v1/lawmaker/18964/,,
844,,,,,,,,,,,,,,,,,,,,,,,,,,18965.0,,Tom Downey,,/api/v1/lawmaker/18965/,,Rep.
845,,,,,,,,,,,,,,,,,,,,,,,,,,18966.0,,Dan Glickman,,/api/v1/lawmaker/18966/,,Rep.
846,,,,,,,,,,,,,,,,,,,,,,,,,,18967.0,,Equality Leadership Fund,,/api/v1/lawmaker/18967/,,
847,,,,,,,,,,,,,,,,,,,,,,,,,,18968.0,,Lawerence Denney,R,/api/v1/lawmaker/18968/,ID,Candidate
848,,,,,,,,,,,,,,,,,,,,,,,,,,18969.0,,Ed Gillespie,R,/api/v1/lawmaker/18969/,,
849,,,,,,,,,,,,,,,,,,,,,,,,,,18970.0,,Jay Dardenne,,/api/v1/lawmaker/18970/,,Lt. Gov.
850,,,,,,,,,,,,,,,,,,,,,,,,,,18971.0,,Freedom Indiana,,/api/v1/lawmaker/18971/,,
851,,,,,,,,,,,,,,,,,,,,,,,,,,18972.0,,Mary Cheney,,/api/v1/lawmaker/18972/,,
852,,,,,,,,,,,,,,,,,,,,,,,,,,18973.0,,Manatee County Republican Party,,/api/v1/lawmaker/18973/,,
853,,,,,,,,,,,,,,,,,,,,,,,,,,18974.0,,Southern Progress Fund,,/api/v1/lawmaker/18974/,,
854,,,,,,,,,,,,,,,,,,,,,,,,,,18975.0,,Burns Strider,,/api/v1/lawmaker/18975/,,
