,cid,indivs,org_name,pacs,total,year,bioguide_id,birthdate,comments,congress_office,exit_code,facebook_id,fax,feccandid,first_elected,firstlast,gender,lastname,office,party,phone,twitter_id,votesmart_id,webform,website,youtube_url
82,N00036155,1000,Starr Companies,10000,11000,2018,M001193,1960-10-16,,506 Cannon House Office Building,0,CongressmanTomMacArthur,202-225-0778,H4NJ03130,2014,Thomas MacArthur,M,MACARTHUR,NJ03,R,202-225-4765,RepTomMacArthur,,,https://macarthur.house.gov,
83,N00036155,10800,Gale International,0,10800,2018,M001193,1960-10-16,,506 Cannon House Office Building,0,CongressmanTomMacArthur,202-225-0778,H4NJ03130,2014,Thomas MacArthur,M,MACARTHUR,NJ03,R,202-225-4765,RepTomMacArthur,,,https://macarthur.house.gov,
84,N00036155,10800,HJ Kalikow & Co,0,10800,2018,M001193,1960-10-16,,506 Cannon House Office Building,0,CongressmanTomMacArthur,202-225-0778,H4NJ03130,2014,Thomas MacArthur,M,MACARTHUR,NJ03,R,202-225-4765,RepTomMacArthur,,,https://macarthur.house.gov,
85,N00036155,10800,Invemed Assoc,0,10800,2018,M001193,1960-10-16,,506 Cannon House Office Building,0,CongressmanTomMacArthur,202-225-0778,H4NJ03130,2014,Thomas MacArthur,M,MACARTHUR,NJ03,R,202-225-4765,RepTomMacArthur,,,https://macarthur.house.gov,
86,N00036155,10800,Vithalbhai D Dhaduk,0,10800,2018,M001193,1960-10-16,,506 Cannon House Office Building,0,CongressmanTomMacArthur,202-225-0778,H4NJ03130,2014,Thomas MacArthur,M,MACARTHUR,NJ03,R,202-225-4765,RepTomMacArthur,,,https://macarthur.house.gov,
87,N00036155,10800,Westsland Ventures LLC,0,10800,2018,M001193,1960-10-16,,506 Cannon House Office Building,0,CongressmanTomMacArthur,202-225-0778,H4NJ03130,2014,Thomas MacArthur,M,MACARTHUR,NJ03,R,202-225-4765,RepTomMacArthur,,,https://macarthur.house.gov,
88,N00036155,500,UBS AG,10000,10500,2018,M001193,1960-10-16,,506 Cannon House Office Building,0,CongressmanTomMacArthur,202-225-0778,H4NJ03130,2014,Thomas MacArthur,M,MACARTHUR,NJ03,R,202-225-4765,RepTomMacArthur,,,https://macarthur.house.gov,
89,N00036155,10400,Gilmore & Monahan,0,10400,2018,M001193,1960-10-16,,506 Cannon House Office Building,0,CongressmanTomMacArthur,202-225-0778,H4NJ03130,2014,Thomas MacArthur,M,MACARTHUR,NJ03,R,202-225-4765,RepTomMacArthur,,,https://macarthur.house.gov,
90,N00009816,12150,NorPAC,0,12150,2014,S000522,1953-03-04,,2373 Rayburn House Office Building,0,RepChrisSmith,202-225-7768,H8NJ04014,1980,Chris Smith,M,SMITH,NJ04,R,202-225-3765,RepChrisSmith,26952,https://chrissmith.house.gov/contact/write.htm,http://chrissmith.house.gov,https://youtube.com/USRepChrisSmith
91,N00009816,0,Family Research Council,10000,10000,2014,S000522,1953-03-04,,2373 Rayburn House Office Building,0,RepChrisSmith,202-225-7768,H8NJ04014,1980,Chris Smith,M,SMITH,NJ04,R,202-225-3765,RepChrisSmith,26952,https://chrissmith.house.gov/contact/write.htm,http://chrissmith.house.gov,https://youtube.com/USRepChrisSmith
92,N00009816,0,Laborers Union,10000,10000,2014,S000522,1953-03-04,,2373 Rayburn House Office Building,0,RepChrisSmith,202-225-7768,H8NJ04014,1980,Chris Smith,M,SMITH,NJ04,R,202-225-3765,RepChrisSmith,26952,https://chrissmith.house.gov/contact/write.htm,http://chrissmith.house.gov,https://youtube.com/USRepChrisSmith
93,N00009816,0,Operating Engineers Union,10000,10000,2014,S000522,1953-03-04,,2373 Rayburn House Office Building,0,RepChrisSmith,202-225-7768,H8NJ04014,1980,Chris Smith,M,SMITH,NJ04,R,202-225-3765,RepChrisSmith,26952,https://chrissmith.house.gov/contact/write.htm,http://chrissmith.house.gov,https://youtube.com/USRepChrisSmith
94,N00009816,0,Plumbers/Pipefitters Union,10000,10000,2014,S000522,1953-03-04,,2373 Rayburn House Office Building,0,RepChrisSmith,202-225-7768,H8NJ04014,1980,Chris Smith,M,SMITH,NJ04,R,202-225-3765,RepChrisSmith,26952,https://chrissmith.house.gov/contact/write.htm,http://chrissmith.house.gov,https://youtube.com/USRepChrisSmith
95,N00009816,0,National Assn of Realtors,8000,8000,2014,S000522,1953-03-04,,2373 Rayburn House Office Building,0,RepChrisSmith,202-225-7768,H8NJ04014,1980,Chris Smith,M,SMITH,NJ04,R,202-225-3765,RepChrisSmith,26952,https://chrissmith.house.gov/contact/write.htm,http://chrissmith.house.gov,https://youtube.com/USRepChrisSmith
96,N00009816,250,National Beer Wholesalers Assn,7500,7750,2014,S000522,1953-03-04,,2373 Rayburn House Office Building,0,RepChrisSmith,202-225-7768,H8NJ04014,1980,Chris Smith,M,SMITH,NJ04,R,202-225-3765,RepChrisSmith,26952,https://chrissmith.house.gov/contact/write.htm,http://chrissmith.house.gov,https://youtube.com/USRepChrisSmith
97,N00009816,0,Carpenters & Joiners Union,7500,7500,2014,S000522,1953-03-04,,2373 Rayburn House Office Building,0,RepChrisSmith,202-225-7768,H8NJ04014,1980,Chris Smith,M,SMITH,NJ04,R,202-225-3765,RepChrisSmith,26952,https://chrissmith.house.gov/contact/write.htm,http://chrissmith.house.gov,https://youtube.com/USRepChrisSmith
98,N00009816,0,National Air Traffic Controllers Assn,6500,6500,2014,S000522,1953-03-04,,2373 Rayburn House Office Building,0,RepChrisSmith,202-225-7768,H8NJ04014,1980,Chris Smith,M,SMITH,NJ04,R,202-225-3765,RepChrisSmith,26952,https://chrissmith.house.gov/contact/write.htm,http://chrissmith.house.gov,https://youtube.com/USRepChrisSmith
99,N00009816,0,Covington & Burling,5000,5000,2014,S000522,1953-03-04,,2373 Rayburn House Office Building,0,RepChrisSmith,202-225-7768,H8NJ04014,1980,Chris Smith,M,SMITH,NJ04,R,202-225-3765,RepChrisSmith,26952,https://chrissmith.house.gov/contact/write.htm,http://chrissmith.house.gov,https://youtube.com/USRepChrisSmith
100,N00009816,13400,NorPAC,0,13400,2016,S000522,1953-03-04,,2373 Rayburn House Office Building,0,RepChrisSmith,202-225-7768,H8NJ04014,1980,Chris Smith,M,SMITH,NJ04,R,202-225-3765,RepChrisSmith,26952,https://chrissmith.house.gov/contact/write.htm,http://chrissmith.house.gov,https://youtube.com/USRepChrisSmith
101,N00009816,0,Right to Life,11000,11000,2016,S000522,1953-03-04,,2373 Rayburn House Office Building,0,RepChrisSmith,202-225-7768,H8NJ04014,1980,Chris Smith,M,SMITH,NJ04,R,202-225-3765,RepChrisSmith,26952,https://chrissmith.house.gov/contact/write.htm,http://chrissmith.house.gov,https://youtube.com/USRepChrisSmith
102,N00009816,10800,Jenzabar Inc,0,10800,2016,S000522,1953-03-04,,2373 Rayburn House Office Building,0,RepChrisSmith,202-225-7768,H8NJ04014,1980,Chris Smith,M,SMITH,NJ04,R,202-225-3765,RepChrisSmith,26952,https://chrissmith.house.gov/contact/write.htm,http://chrissmith.house.gov,https://youtube.com/USRepChrisSmith
103,N00009816,0,Carpenters & Joiners Union,10000,10000,2016,S000522,1953-03-04,,2373 Rayburn House Office Building,0,RepChrisSmith,202-225-7768,H8NJ04014,1980,Chris Smith,M,SMITH,NJ04,R,202-225-3765,RepChrisSmith,26952,https://chrissmith.house.gov/contact/write.htm,http://chrissmith.house.gov,https://youtube.com/USRepChrisSmith
104,N00009816,0,Desert Caucus,10000,10000,2016,S000522,1953-03-04,,2373 Rayburn House Office Building,0,RepChrisSmith,202-225-7768,H8NJ04014,1980,Chris Smith,M,SMITH,NJ04,R,202-225-3765,RepChrisSmith,26952,https://chrissmith.house.gov/contact/write.htm,http://chrissmith.house.gov,https://youtube.com/USRepChrisSmith
105,N00009816,0,Ironworkers Union,10000,10000,2016,S000522,1953-03-04,,2373 Rayburn House Office Building,0,RepChrisSmith,202-225-7768,H8NJ04014,1980,Chris Smith,M,SMITH,NJ04,R,202-225-3765,RepChrisSmith,26952,https://chrissmith.house.gov/contact/write.htm,http://chrissmith.house.gov,https://youtube.com/USRepChrisSmith
106,N00009816,0,Majority Cmte PAC,10000,10000,2016,S000522,1953-03-04,,2373 Rayburn House Office Building,0,RepChrisSmith,202-225-7768,H8NJ04014,1980,Chris Smith,M,SMITH,NJ04,R,202-225-3765,RepChrisSmith,26952,https://chrissmith.house.gov/contact/write.htm,http://chrissmith.house.gov,https://youtube.com/USRepChrisSmith
107,N00009816,0,Operating Engineers Union,10000,10000,2016,S000522,1953-03-04,,2373 Rayburn House Office Building,0,RepChrisSmith,202-225-7768,H8NJ04014,1980,Chris Smith,M,SMITH,NJ04,R,202-225-3765,RepChrisSmith,26952,https://chrissmith.house.gov/contact/write.htm,http://chrissmith.house.gov,https://youtube.com/USRepChrisSmith
108,N00009816,0,Teamsters Union,10000,10000,2016,S000522,1953-03-04,,2373 Rayburn House Office Building,0,RepChrisSmith,202-225-7768,H8NJ04014,1980,Chris Smith,M,SMITH,NJ04,R,202-225-3765,RepChrisSmith,26952,https://chrissmith.house.gov/contact/write.htm,http://chrissmith.house.gov,https://youtube.com/USRepChrisSmith
109,N00009816,0,National Assn of Realtors,9000,9000,2016,S000522,1953-03-04,,2373 Rayburn House Office Building,0,RepChrisSmith,202-225-7768,H8NJ04014,1980,Chris Smith,M,SMITH,NJ04,R,202-225-3765,RepChrisSmith,26952,https://chrissmith.house.gov/contact/write.htm,http://chrissmith.house.gov,https://youtube.com/USRepChrisSmith
110,N00009816,0,Teamsters Union,10000,10000,2018,S000522,1953-03-04,,2373 Rayburn House Office Building,0,RepChrisSmith,202-225-7768,H8NJ04014,1980,Chris Smith,M,SMITH,NJ04,R,202-225-3765,RepChrisSmith,26952,https://chrissmith.house.gov/contact/write.htm,http://chrissmith.house.gov,https://youtube.com/USRepChrisSmith
111,N00009816,0,Plumbers/Pipefitters Union,7500,7500,2018,S000522,1953-03-04,,2373 Rayburn House Office Building,0,RepChrisSmith,202-225-7768,H8NJ04014,1980,Chris Smith,M,SMITH,NJ04,R,202-225-3765,RepChrisSmith,26952,https://chrissmith.house.gov/contact/write.htm,http://chrissmith.house.gov,https://youtube.com/USRepChrisSmith
112,N00009816,6750,Podesta Group,0,6750,2018,S000522,1953-03-04,,2373 Rayburn House Office Building,0,RepChrisSmith,202-225-7768,H8NJ04014,1980,Chris Smith,M,SMITH,NJ04,R,202-225-3765,RepChrisSmith,26952,https://chrissmith.house.gov/contact/write.htm,http://chrissmith.house.gov,https://youtube.com/USRepChrisSmith
113,N00009816,5400,Drexel Liquor Store,0,5400,2018,S000522,1953-03-04,,2373 Rayburn House Office Building,0,RepChrisSmith,202-225-7768,H8NJ04014,1980,Chris Smith,M,SMITH,NJ04,R,202-225-3765,RepChrisSmith,26952,https://chrissmith.house.gov/contact/write.htm,http://chrissmith.house.gov,https://youtube.com/USRepChrisSmith
114,N00009816,5400,Mtn Capital Partners LLC,0,5400,2018,S000522,1953-03-04,,2373 Rayburn House Office Building,0,RepChrisSmith,202-225-7768,H8NJ04014,1980,Chris Smith,M,SMITH,NJ04,R,202-225-3765,RepChrisSmith,26952,https://chrissmith.house.gov/contact/write.htm,http://chrissmith.house.gov,https://youtube.com/USRepChrisSmith
115,N00009816,0,Carpenters & Joiners Union,5000,5000,2018,S000522,1953-03-04,,2373 Rayburn House Office Building,0,RepChrisSmith,202-225-7768,H8NJ04014,1980,Chris Smith,M,SMITH,NJ04,R,202-225-3765,RepChrisSmith,26952,https://chrissmith.house.gov/contact/write.htm,http://chrissmith.house.gov,https://youtube.com/USRepChrisSmith
116,N00009816,0,Laborers Union,5000,5000,2018,S000522,1953-03-04,,2373 Rayburn House Office Building,0,RepChrisSmith,202-225-7768,H8NJ04014,1980,Chris Smith,M,SMITH,NJ04,R,202-225-3765,RepChrisSmith,26952,https://chrissmith.house.gov/contact/write.htm,http://chrissmith.house.gov,https://youtube.com/USRepChrisSmith
117,N00009816,5000,Legacy Reserves,0,5000,2018,S000522,1953-03-04,,2373 Rayburn House Office Building,0,RepChrisSmith,202-225-7768,H8NJ04014,1980,Chris Smith,M,SMITH,NJ04,R,202-225-3765,RepChrisSmith,26952,https://chrissmith.house.gov/contact/write.htm,http://chrissmith.house.gov,https://youtube.com/USRepChrisSmith
118,N00009816,0,Mid Manhattan PAC,5000,5000,2018,S000522,1953-03-04,,2373 Rayburn House Office Building,0,RepChrisSmith,202-225-7768,H8NJ04014,1980,Chris Smith,M,SMITH,NJ04,R,202-225-3765,RepChrisSmith,26952,https://chrissmith.house.gov/contact/write.htm,http://chrissmith.house.gov,https://youtube.com/USRepChrisSmith
119,N00009816,0,National Air Traffic Controllers Assn,5000,5000,2018,S000522,1953-03-04,,2373 Rayburn House Office Building,0,RepChrisSmith,202-225-7768,H8NJ04014,1980,Chris Smith,M,SMITH,NJ04,R,202-225-3765,RepChrisSmith,26952,https://chrissmith.house.gov/contact/write.htm,http://chrissmith.house.gov,https://youtube.com/USRepChrisSmith
120,N00036944,39650,Blackstone Group,0,39650,2016,G000583,1975-03-08,,213 Cannon House Office Building,0,RepJoshG,,,2016,Josh Gottheimer,M,GOTTHEIMER,NJ05,D,202-225-4465,RepJoshG,,,https://gottheimer.house.gov,
121,N00036944,39360,Microsoft Corp,0,39360,2016,G000583,1975-03-08,,213 Cannon House Office Building,0,RepJoshG,,,2016,Josh Gottheimer,M,GOTTHEIMER,NJ05,D,202-225-4465,RepJoshG,,,https://gottheimer.house.gov,
122,N00036944,37500,Goldman Sachs,0,37500,2016,G000583,1975-03-08,,213 Cannon House Office Building,0,RepJoshG,,,2016,Josh Gottheimer,M,GOTTHEIMER,NJ05,D,202-225-4465,RepJoshG,,,https://gottheimer.house.gov,
123,N00036944,33900,WPP Group,0,33900,2016,G000583,1975-03-08,,213 Cannon House Office Building,0,RepJoshG,,,2016,Josh Gottheimer,M,GOTTHEIMER,NJ05,D,202-225-4465,RepJoshG,,,https://gottheimer.house.gov,
124,N00036944,32400,"Quinn, Emanuel et al",0,32400,2016,G000583,1975-03-08,,213 Cannon House Office Building,0,RepJoshG,,,2016,Josh Gottheimer,M,GOTTHEIMER,NJ05,D,202-225-4465,RepJoshG,,,https://gottheimer.house.gov,
125,N00036944,21874,JPMorgan Chase & Co,0,21874,2016,G000583,1975-03-08,,213 Cannon House Office Building,0,RepJoshG,,,2016,Josh Gottheimer,M,GOTTHEIMER,NJ05,D,202-225-4465,RepJoshG,,,https://gottheimer.house.gov,
126,N00036944,20500,Morgan Stanley,0,20500,2016,G000583,1975-03-08,,213 Cannon House Office Building,0,RepJoshG,,,2016,Josh Gottheimer,M,GOTTHEIMER,NJ05,D,202-225-4465,RepJoshG,,,https://gottheimer.house.gov,
127,N00036944,20000,Apollo Global Management,0,20000,2016,G000583,1975-03-08,,213 Cannon House Office Building,0,RepJoshG,,,2016,Josh Gottheimer,M,GOTTHEIMER,NJ05,D,202-225-4465,RepJoshG,,,https://gottheimer.house.gov,
128,N00036944,18900,Third Point LLC,0,18900,2016,G000583,1975-03-08,,213 Cannon House Office Building,0,RepJoshG,,,2016,Josh Gottheimer,M,GOTTHEIMER,NJ05,D,202-225-4465,RepJoshG,,,https://gottheimer.house.gov,
129,N00036944,18700,Brentwood Assoc,0,18700,2016,G000583,1975-03-08,,213 Cannon House Office Building,0,RepJoshG,,,2016,Josh Gottheimer,M,GOTTHEIMER,NJ05,D,202-225-4465,RepJoshG,,,https://gottheimer.house.gov,
130,N00036944,34800,NorPAC,0,34800,2018,G000583,1975-03-08,,213 Cannon House Office Building,0,RepJoshG,,,2016,Josh Gottheimer,M,GOTTHEIMER,NJ05,D,202-225-4465,RepJoshG,,,https://gottheimer.house.gov,
131,N00036944,29400,"Paul, Weiss et al",0,29400,2018,G000583,1975-03-08,,213 Cannon House Office Building,0,RepJoshG,,,2016,Josh Gottheimer,M,GOTTHEIMER,NJ05,D,202-225-4465,RepJoshG,,,https://gottheimer.house.gov,
132,N00036944,27300,Apollo Global Management,0,27300,2018,G000583,1975-03-08,,213 Cannon House Office Building,0,RepJoshG,,,2016,Josh Gottheimer,M,GOTTHEIMER,NJ05,D,202-225-4465,RepJoshG,,,https://gottheimer.house.gov,
133,N00036944,22400,Blackstone Group,0,22400,2018,G000583,1975-03-08,,213 Cannon House Office Building,0,RepJoshG,,,2016,Josh Gottheimer,M,GOTTHEIMER,NJ05,D,202-225-4465,RepJoshG,,,https://gottheimer.house.gov,
134,N00036944,21600,Wicklow Capital,0,21600,2018,G000583,1975-03-08,,213 Cannon House Office Building,0,RepJoshG,,,2016,Josh Gottheimer,M,GOTTHEIMER,NJ05,D,202-225-4465,RepJoshG,,,https://gottheimer.house.gov,
135,N00036944,16500,Facebook Inc,0,16500,2018,G000583,1975-03-08,,213 Cannon House Office Building,0,RepJoshG,,,2016,Josh Gottheimer,M,GOTTHEIMER,NJ05,D,202-225-4465,RepJoshG,,,https://gottheimer.house.gov,
136,N00036944,5000,New Democrat Coalition,10000,15000,2018,G000583,1975-03-08,,213 Cannon House Office Building,0,RepJoshG,,,2016,Josh Gottheimer,M,GOTTHEIMER,NJ05,D,202-225-4465,RepJoshG,,,https://gottheimer.house.gov,
137,N00036944,13500,Route One Investment,0,13500,2018,G000583,1975-03-08,,213 Cannon House Office Building,0,RepJoshG,,,2016,Josh Gottheimer,M,GOTTHEIMER,NJ05,D,202-225-4465,RepJoshG,,,https://gottheimer.house.gov,
138,N00036944,8100,Hewlett Packard Enterprise,5000,13100,2018,G000583,1975-03-08,,213 Cannon House Office Building,0,RepJoshG,,,2016,Josh Gottheimer,M,GOTTHEIMER,NJ05,D,202-225-4465,RepJoshG,,,https://gottheimer.house.gov,
139,N00036944,12800,Jana Partners,0,12800,2018,G000583,1975-03-08,,213 Cannon House Office Building,0,RepJoshG,,,2016,Josh Gottheimer,M,GOTTHEIMER,NJ05,D,202-225-4465,RepJoshG,,,https://gottheimer.house.gov,
140,N00000781,35600,Saker ShopRites,0,35600,2014,P000034,1951-10-30,,237 Cannon House Office Building,0,repfrankpallone,202-225-9665,H8NJ03073,1988,Frank Pallone Jr.,M,PALLONE,NJ06,D,202-225-4671,FrankPallone,26951,https://pallone.house.gov/contact-me/email-me,https://pallone.house.gov,https://youtube.com/repfrankpallone
141,N00000781,12000,Verizon Communications,15000,27000,2014,P000034,1951-10-30,,237 Cannon House Office Building,0,repfrankpallone,202-225-9665,H8NJ03073,1988,Frank Pallone Jr.,M,PALLONE,NJ06,D,202-225-4671,FrankPallone,26951,https://pallone.house.gov/contact-me/email-me,https://pallone.house.gov,https://youtube.com/repfrankpallone
142,N00000781,15200,Brand Aromatics,0,15200,2014,P000034,1951-10-30,,237 Cannon House Office Building,0,repfrankpallone,202-225-9665,H8NJ03073,1988,Frank Pallone Jr.,M,PALLONE,NJ06,D,202-225-4671,FrankPallone,26951,https://pallone.house.gov/contact-me/email-me,https://pallone.house.gov,https://youtube.com/repfrankpallone
143,N00000781,15200,Two River Theater,0,15200,2014,P000034,1951-10-30,,237 Cannon House Office Building,0,repfrankpallone,202-225-9665,H8NJ03073,1988,Frank Pallone Jr.,M,PALLONE,NJ06,D,202-225-4671,FrankPallone,26951,https://pallone.house.gov/contact-me/email-me,https://pallone.house.gov,https://youtube.com/repfrankpallone
144,N00000781,0,American College of Radiology,15000,15000,2014,P000034,1951-10-30,,237 Cannon House Office Building,0,repfrankpallone,202-225-9665,H8NJ03073,1988,Frank Pallone Jr.,M,PALLONE,NJ06,D,202-225-4671,FrankPallone,26951,https://pallone.house.gov/contact-me/email-me,https://pallone.house.gov,https://youtube.com/repfrankpallone
145,N00000781,0,American Dental Assn,15000,15000,2014,P000034,1951-10-30,,237 Cannon House Office Building,0,repfrankpallone,202-225-9665,H8NJ03073,1988,Frank Pallone Jr.,M,PALLONE,NJ06,D,202-225-4671,FrankPallone,26951,https://pallone.house.gov/contact-me/email-me,https://pallone.house.gov,https://youtube.com/repfrankpallone
146,N00000781,0,American Medical Assn,15000,15000,2014,P000034,1951-10-30,,237 Cannon House Office Building,0,repfrankpallone,202-225-9665,H8NJ03073,1988,Frank Pallone Jr.,M,PALLONE,NJ06,D,202-225-4671,FrankPallone,26951,https://pallone.house.gov/contact-me/email-me,https://pallone.house.gov,https://youtube.com/repfrankpallone
147,N00000781,0,American Optometric Assn,15000,15000,2014,P000034,1951-10-30,,237 Cannon House Office Building,0,repfrankpallone,202-225-9665,H8NJ03073,1988,Frank Pallone Jr.,M,PALLONE,NJ06,D,202-225-4671,FrankPallone,26951,https://pallone.house.gov/contact-me/email-me,https://pallone.house.gov,https://youtube.com/repfrankpallone
148,N00000781,0,American Osteopathic Assn,15000,15000,2014,P000034,1951-10-30,,237 Cannon House Office Building,0,repfrankpallone,202-225-9665,H8NJ03073,1988,Frank Pallone Jr.,M,PALLONE,NJ06,D,202-225-4671,FrankPallone,26951,https://pallone.house.gov/contact-me/email-me,https://pallone.house.gov,https://youtube.com/repfrankpallone
149,N00000781,0,American Society of Anesthesiologists,15000,15000,2014,P000034,1951-10-30,,237 Cannon House Office Building,0,repfrankpallone,202-225-9665,H8NJ03073,1988,Frank Pallone Jr.,M,PALLONE,NJ06,D,202-225-4671,FrankPallone,26951,https://pallone.house.gov/contact-me/email-me,https://pallone.house.gov,https://youtube.com/repfrankpallone
150,N00000781,12900,Comcast Corp,10000,22900,2016,P000034,1951-10-30,,237 Cannon House Office Building,0,repfrankpallone,202-225-9665,H8NJ03073,1988,Frank Pallone Jr.,M,PALLONE,NJ06,D,202-225-4671,FrankPallone,26951,https://pallone.house.gov/contact-me/email-me,https://pallone.house.gov,https://youtube.com/repfrankpallone
151,N00000781,15050,Microsoft Corp,5000,20050,2016,P000034,1951-10-30,,237 Cannon House Office Building,0,repfrankpallone,202-225-9665,H8NJ03073,1988,Frank Pallone Jr.,M,PALLONE,NJ06,D,202-225-4671,FrankPallone,26951,https://pallone.house.gov/contact-me/email-me,https://pallone.house.gov,https://youtube.com/repfrankpallone
152,N00000781,16700,Saker ShopRites,0,16700,2016,P000034,1951-10-30,,237 Cannon House Office Building,0,repfrankpallone,202-225-9665,H8NJ03073,1988,Frank Pallone Jr.,M,PALLONE,NJ06,D,202-225-4671,FrankPallone,26951,https://pallone.house.gov/contact-me/email-me,https://pallone.house.gov,https://youtube.com/repfrankpallone
153,N00000781,9000,Pfizer Inc,7500,16500,2016,P000034,1951-10-30,,237 Cannon House Office Building,0,repfrankpallone,202-225-9665,H8NJ03073,1988,Frank Pallone Jr.,M,PALLONE,NJ06,D,202-225-4671,FrankPallone,26951,https://pallone.house.gov/contact-me/email-me,https://pallone.house.gov,https://youtube.com/repfrankpallone
154,N00000781,5400,Alphabet Inc,10000,15400,2016,P000034,1951-10-30,,237 Cannon House Office Building,0,repfrankpallone,202-225-9665,H8NJ03073,1988,Frank Pallone Jr.,M,PALLONE,NJ06,D,202-225-4671,FrankPallone,26951,https://pallone.house.gov/contact-me/email-me,https://pallone.house.gov,https://youtube.com/repfrankpallone
155,N00000781,15000,"Hagan, Noll & Boyle",0,15000,2016,P000034,1951-10-30,,237 Cannon House Office Building,0,repfrankpallone,202-225-9665,H8NJ03073,1988,Frank Pallone Jr.,M,PALLONE,NJ06,D,202-225-4671,FrankPallone,26951,https://pallone.house.gov/contact-me/email-me,https://pallone.house.gov,https://youtube.com/repfrankpallone
156,N00000781,15000,Leon Medical Centers,0,15000,2016,P000034,1951-10-30,,237 Cannon House Office Building,0,repfrankpallone,202-225-9665,H8NJ03073,1988,Frank Pallone Jr.,M,PALLONE,NJ06,D,202-225-4671,FrankPallone,26951,https://pallone.house.gov/contact-me/email-me,https://pallone.house.gov,https://youtube.com/repfrankpallone
157,N00000781,14900,Greater New York Hospital Assn,0,14900,2016,P000034,1951-10-30,,237 Cannon House Office Building,0,repfrankpallone,202-225-9665,H8NJ03073,1988,Frank Pallone Jr.,M,PALLONE,NJ06,D,202-225-4671,FrankPallone,26951,https://pallone.house.gov/contact-me/email-me,https://pallone.house.gov,https://youtube.com/repfrankpallone
158,N00000781,7200,MacAndrews & Forbes,7500,14700,2016,P000034,1951-10-30,,237 Cannon House Office Building,0,repfrankpallone,202-225-9665,H8NJ03073,1988,Frank Pallone Jr.,M,PALLONE,NJ06,D,202-225-4671,FrankPallone,26951,https://pallone.house.gov/contact-me/email-me,https://pallone.house.gov,https://youtube.com/repfrankpallone
159,N00000781,0,Blue Cross/Blue Shield,14500,14500,2016,P000034,1951-10-30,,237 Cannon House Office Building,0,repfrankpallone,202-225-9665,H8NJ03073,1988,Frank Pallone Jr.,M,PALLONE,NJ06,D,202-225-4671,FrankPallone,26951,https://pallone.house.gov/contact-me/email-me,https://pallone.house.gov,https://youtube.com/repfrankpallone
160,N00000781,0,American Soc Cataract/Refractive Surgery,10000,10000,2018,P000034,1951-10-30,,237 Cannon House Office Building,0,repfrankpallone,202-225-9665,H8NJ03073,1988,Frank Pallone Jr.,M,PALLONE,NJ06,D,202-225-4671,FrankPallone,26951,https://pallone.house.gov/contact-me/email-me,https://pallone.house.gov,https://youtube.com/repfrankpallone
161,N00000781,0,Ironworkers Union,10000,10000,2018,P000034,1951-10-30,,237 Cannon House Office Building,0,repfrankpallone,202-225-9665,H8NJ03073,1988,Frank Pallone Jr.,M,PALLONE,NJ06,D,202-225-4671,FrankPallone,26951,https://pallone.house.gov/contact-me/email-me,https://pallone.house.gov,https://youtube.com/repfrankpallone
162,N00000781,0,Machinists/Aerospace Workers Union,10000,10000,2018,P000034,1951-10-30,,237 Cannon House Office Building,0,repfrankpallone,202-225-9665,H8NJ03073,1988,Frank Pallone Jr.,M,PALLONE,NJ06,D,202-225-4671,FrankPallone,26951,https://pallone.house.gov/contact-me/email-me,https://pallone.house.gov,https://youtube.com/repfrankpallone
163,N00000781,2500,National Assn of Broadcasters,5000,7500,2018,P000034,1951-10-30,,237 Cannon House Office Building,0,repfrankpallone,202-225-9665,H8NJ03073,1988,Frank Pallone Jr.,M,PALLONE,NJ06,D,202-225-4671,FrankPallone,26951,https://pallone.house.gov/contact-me/email-me,https://pallone.house.gov,https://youtube.com/repfrankpallone
164,N00000781,0,Sheet Metal Workers Union,7500,7500,2018,P000034,1951-10-30,,237 Cannon House Office Building,0,repfrankpallone,202-225-9665,H8NJ03073,1988,Frank Pallone Jr.,M,PALLONE,NJ06,D,202-225-4671,FrankPallone,26951,https://pallone.house.gov/contact-me/email-me,https://pallone.house.gov,https://youtube.com/repfrankpallone
165,N00000781,6700,New Jersey Resources,0,6700,2018,P000034,1951-10-30,,237 Cannon House Office Building,0,repfrankpallone,202-225-9665,H8NJ03073,1988,Frank Pallone Jr.,M,PALLONE,NJ06,D,202-225-4671,FrankPallone,26951,https://pallone.house.gov/contact-me/email-me,https://pallone.house.gov,https://youtube.com/repfrankpallone
166,N00000781,0,National Assn of Insurance & Financial Advisors,6500,6500,2018,P000034,1951-10-30,,237 Cannon House Office Building,0,repfrankpallone,202-225-9665,H8NJ03073,1988,Frank Pallone Jr.,M,PALLONE,NJ06,D,202-225-4671,FrankPallone,26951,https://pallone.house.gov/contact-me/email-me,https://pallone.house.gov,https://youtube.com/repfrankpallone
167,N00000781,0,American Veterinary Medical Assn,6000,6000,2018,P000034,1951-10-30,,237 Cannon House Office Building,0,repfrankpallone,202-225-9665,H8NJ03073,1988,Frank Pallone Jr.,M,PALLONE,NJ06,D,202-225-4671,FrankPallone,26951,https://pallone.house.gov/contact-me/email-me,https://pallone.house.gov,https://youtube.com/repfrankpallone
168,N00000781,6000,Sands Beach Club,0,6000,2018,P000034,1951-10-30,,237 Cannon House Office Building,0,repfrankpallone,202-225-9665,H8NJ03073,1988,Frank Pallone Jr.,M,PALLONE,NJ06,D,202-225-4671,FrankPallone,26951,https://pallone.house.gov/contact-me/email-me,https://pallone.house.gov,https://youtube.com/repfrankpallone
